Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
72.33,5999.0,miscellaneous & specialty stores,"show dog store, llc",[],show dog,"['near arizona', 'dog trainer · gilbert, azclosed ⋅ opens fri', 'corporate office · phoenix, azclosed ⋅ opens fri', 'video production service · phoenix, azclosed ⋅ opens fri']",az,Retail Trade
14.87,5812.0,restaurants or eating places,oolong chinese bis,['chinese restaurant'],oolong chinese bistro,['chinese restaurant'],helotes tx,Entertainment
34.89,5812.0,restaurants or eating places,pai men miyake,"['japanese restaurant', 'view all']",pai men miyake,"['japanese restaurant', 'view all']",portland me,Entertainment
23.55,nan,nan,tlf beneva flowers,"['florist in the gulf gate estates, florida']",beneva flowers and plantscapes,"['florist in the gulf gate estates, florida']",sarasota fl,Retail Trade
58.91,5999.0,miscellaneous & specialty stores,jay jewelers,"['near tucson, az', '· $$$jewelry store · w irvington rd ste. ⋅ opens fri', 'jewelry repair service · e broadway blvd suite ⋅ opens fri', '· $$$jewelry store · n oracle rd ste aclosed ⋅ opens fri']",jay jewelers,"['near tucson, az', '· $$$jewelry store · w irvington rd ste. ⋅ opens fri', 'jewelry repair service · e broadway blvd suite ⋅ opens fri', '· $$$jewelry store · n oracle rd ste aclosed ⋅ opens fri']",tucson az,Retail Trade
150.0,5712.0,furniture home furnishings & equip stores excl appliances,tim clarke inc,"['interior designer in santa monica, california']",tim clarke,"['view all', 'interior designer in santa monica, california']",ca,"Trade, Professional and Personal Services"
46.75,8999.0,professional services (nec),already adorable,"['medical diagnostic imaging center in tucson, arizona']",already adorable,"['medical diagnostic imaging center in tucson, arizona']",tucson az,Health and Community Services
179.98,5499.0,misc food stores - specialty markets & convenience,natural choices heaqps,"['health food store in welland, ontario']",natural choices,"['album by e-cuz', 'album by fuel']",cd,Retail Trade
4.75,7399.0,business services (nec),employee network,"['event ticket seller in tempe, arizona']",employee network,"['event ticket seller in tempe, arizona']",az,Property and Business Services
35.0,nan,nan,sonoma determology,"['dermatologist in sonoma, california']",sonoma dermatology,"['dermatologist in sonoma, california']",sonoma ca,Health and Community Services
26.09,5812.0,restaurants or eating places,carters ice house,"['ice skating rink · carmel, intemporarily closed', 'near carters grove, indianapolis, in', 'view all', '· $restaurant · e stclosed ⋅ opens', '· $$$steak · e stclosed ⋅ opens']",indy ice house,['bar & grill'],indianapolis in,Entertainment
174.16,7011.0,lodging hotels motels resorts,dakota lodge,"['lodge in lemmon, south dakota']",dakota lodge,"['lodge in lemmon, south dakota']",lemmon sd,Travel
182.0,742.0,veterinary services,brock veterinary clini,"['animal hospital in lamesa, texas']",brock veterinary clinic,"['animal hospital in lamesa, texas']",lamesa tx,Health and Community Services
22.32,nan,nan,super saver #,['grocery store'],super saver,['grocery store'],council bluff ia,Retail Trade
30.98,7230.0,barber or beauty shops,"little munchkins, inc","['hair salon in glendale, california']",little munchkins,"['hair salon in glendale, california']",glendale ca,"Trade, Professional and Personal Services"
21.54,5945.0,hobby toy or games stores,mr. gs for kids,"['toy store in palm springs, california']",mr. gs,"['toy store in palm springs, california']",palm springs ca,Entertainment
11.0,nan,nan,malone grocery,['convenience store'],malone grocery,['convenience store'],san antonio tx,Retail Trade
45.0,nan,nan,modern beauty shop,"['nail salon in bowie, texas']",modern beauty shop,"['nail salon in bowie, texas']",bowie tx,"Trade, Professional and Personal Services"
15.98,nan,nan,national pancake h,['family restaurant'],national pancake and waffle house,['family restaurant'],williamsburg va,Retail Trade
40.14,5812.0,restaurants or eating places,la mar,"['elementary school in el paso, texas']",la mar,"['elementary school in el paso, texas']",el paso tx,Retail Trade
50.84,nan,nan,golden nursery,"['garden center in san mateo, california']",golden nursery,"['garden center in san mateo, california']",san mateo ca,"Trade, Professional and Personal Services"
43.69,5411.0,grocery stores or supermarkets,al radaideh cons. est.,"['association between intakes of macro-and micro- …tayyem · cited by', 'view all', 'participatory groundwater management in jordan: …chebaane · cited by', 'the prevalence and incidence of diabetic foot ulcers …mairghani · cited by', 'scholar.google.com › citations']",al radaideh cons. est.,"['association between intakes of macro-and micro- …tayyem · cited by', 'view all', 'participatory groundwater management in jordan: …chebaane · cited by', 'the prevalence and incidence of diabetic foot ulcers …mairghani · cited by', 'scholar.google.com › citations']",amman jo,Retail Trade
5.16,7699.0,repair shops and related services -- miscellaneous,marts appliance servic,"['small appliance repair service in san marcos, california']",marts appliance services,"['appliance repair service in union city, indiana', 'small appliance repair service in san marcos, california']",escondido ca,"Trade, Professional and Personal Services"
72.0,nan,nan,greens grow,"['garden center · philadelphia, paclosed ⋅ opens', 'near pennsylvania', 'cafe · huntingdon, paclosed ⋅ opens']",greensgrow farms,"['garden center in philadelphia, pennsylvania']",pa,"Trade, Professional and Personal Services"
100.56,nan,nan,the doctors of usc,"['hematologistlos angeles, caclosed ⋅ opens fri', 'government hospitallos angeles, caopen hours', 'near california', 'university hospitallos angeles, caopen hours']",lac usc medical center,"['medical center in los angeles, california']",los angeles ca,Health and Community Services
21.95,8211.0,elementary or secondary schools,mlm winona elementary,['view all'],mlm,['view all'],mylunchmoney. co,"Trade, Professional and Personal Services"
15.63,5021.0,commercial furniture,smith's office supply,"['office supply store in truth or consequences, new mexico']",smiths office supply,"['office supply store in truth or consequences, new mexico']",t or c nm,Retail Trade
10.0,nan,nan,york river crossin,"['shopping mall in gloucester point, virginia']",york river crossing,"['shopping mall in gloucester point, virginia']",gloucester va,Retail Trade
6.83,5812.0,restaurants or eating places,joses taco shop,['taco restaurant'],joses taco shop,['taco restaurant'],vista ca,Entertainment
10.7,nan,nan,handi mart,['convenience store'],handi mart,['convenience store'],clayton nc,Retail Trade
5.44,nan,nan,greenleafs cafe,"['training centre · wilson blvd', '· $organic · n quincy stclosed ⋅ opens', 'near arlington, va', '· $$vegetarian cafe and deli · wilson blvdclosed ⋅ opens']",greenleafs grille,['sandwich shop'],arlington va,Entertainment
17.26,nan,nan,sports fanatics ii,"['sporting goods store in myrtle beach, south carolina']",sports fanatics,"['sporting goods store in myrtle beach, south carolina']",myrtle beach sc,Retail Trade
460.0,nan,nan,x air cooling & he,"['air conditioning contractor in phoenix, arizona']",x air cooling and heating,"['air conditioning contractor in phoenix, arizona']",az,"Trade, Professional and Personal Services"
21.33,5722.0,appliance stores (nec) or household appliance stores,all vacuum inc,"['vacuum cleaner store in loveland, colorado']",loveland vacuum,"['vacuum cleaner store in loveland, colorado']",loveland co,Retail Trade
76.0,7991.0,tourist attractions and exhibits,tixcorp showase,"['event ticket seller in paradise, nevada']",tixcorp showase,"['event ticket seller in paradise, nevada']",las vegas nv,Entertainment
7.96,5411.0,grocery stores or supermarkets,sunriver market pla,['grocery store'],sunriver marketplace,['grocery store'],sunriver or,Retail Trade
38.33,5441.0,candy confectionery or nuts stores,sweet sensations llc,['american restaurant'],sweet sensations,['american restaurant'],green cove sp fl,Retail Trade
27.0,5812.0,restaurants or eating places,bandon bill's grill,['seafood restaurant'],bandon bills seafood grill,['seafood restaurant'],bandon or,Entertainment
65.0,8011.0,doctors or physicians,fischer sports therapy,"['physical therapy clinic in phoenix, arizona']",fischer institute of physical therapy and performance,"['physical therapist in phoenix, arizona']",phoenix az,Health and Community Services
15.27,5932.0,antique shops,hgo sales,"['mobile home supply store · n crismon rdclosed ⋅ opens fri', 'restaurant · e broadway rdclosed ⋅ opens fri', 'near mesa, az', 'used car dealer · e main stclosed ⋅ opens fri']",hgo auction and estate sales,"['· estate liquidatoropen hours', 'near mesa, az', '· estate liquidatormesa, az', '· estate e broadway rd ⋅ opens fri']",mesa az,Retail Trade
50.0,nan,nan,nail so happy,"['· nail cypress gardens blvdclosed ⋅ opens', '· nail st seclosed ⋅ opens', 'nail st netemporarily closed', 'near winter haven, fl']",nails so happy,"['· nail cypress gardens blvdclosed ⋅ opens', '· nail cypress gardens blvd ⋅ opens', 'nail st netemporarily closed', 'near winter haven, fl']",winter haven fl,"Trade, Professional and Personal Services"
23.96,5045.0,computers and computer peripheral equipment and software,sbd*nothingbutsoftware,[],sbd*nothingbutsoftware,['view all'],oh,Retail Trade
70.0,5969.0,direct marketers (nec),voler team apparel,"['sportswear store · manhattan aveclosed ⋅ opens fri', 'near grover beach, ca', 'sportswear store · saratoga ave']",voler,"['sportswear store · manhattan aveclosed ⋅ opens fri', 'near voler, saratoga ave, grover beach, ca', 'sportswear store · saratoga ave']",grover beach ca,Retail Trade
250.0,8043.0,opticians,vision site optical,"['optician in brooklyn, new york']",vision site optical,"['optician in brooklyn, new york']",ny,Health and Community Services
11.4,5814.0,fast food restaurants,annies kit country res,[],annies kitchen,['american restaurant'],accident md,Entertainment
32.0,5968.0,continuity/subscription merchant,twx*rwx*realsimp,[],twx*rwx*realsimp,[],ny,Property and Business Services
76.51,5947.0,card gift novelty or souvenir shops,elite gallery,"['art gallery · e main stclosed ⋅ opens friwestern-inspired paintings & sculptures', 'art gallery · n marshall wayclosed ⋅ opens frigallery selling contemporary art', 'art gallery · e main st', 'near scottsdale, az']",gallery elite,"['art gallery in scottsdale, arizona']",scottsdale az,Retail Trade
25.82,nan,nan,magnuts,"['novelty store in san diego, california']",magnuts,"['novelty store in san diego, california']",san diego ca,Retail Trade
5.09,5722.0,appliance stores (nec) or household appliance stores,appl part,"['e alameda aveclosed ⋅ opens fri', 'near aurora, co', 'e aveclosed ⋅ opens fri', 'lone tree, coclosed ⋅ opens fri']",appl part,"['e alameda aveclosed ⋅ opens fri', 'near aurora, co', 'e aveclosed ⋅ opens fri', 'lone tree, coclosed ⋅ opens fri']",aurora co,Retail Trade
29.43,5541.0,gas/service stations with/without ancillary services,shady acres,"['rv park in green river, utah']",shady acres,"['rv park in green river, utah']",green river ut,Retail Trade
60.0,7230.0,barber or beauty shops,mia c perez,"['family practice physician in scottsdale, arizona', 'view all']",mia c perez,"['family practice physician in scottsdale, arizona', 'view all']",scottsdale az,"Trade, Professional and Personal Services"
60.0,nan,nan,rpm southland:cn,"['property management company in long beach, california']",real property management southland,"['near real property management southland - long beach, e spring st long beach', '· property management companydowney, caclosed ⋅ opens fri', '· property management e spring st ⋅ opens fri']",ca,"Trade, Professional and Personal Services"
13.29,4722.0,travel agencies,acquirer name,[],acquirer name,[],onterio cd,Travel
50.0,8021.0,dentists or orthodontists,b c c dentistry,"['dentist in prescott, arizona']",bcc dentistry,"['dentist in prescott, arizona']",prescott az,Health and Community Services
85.2,5947.0,card gift novelty or souvenir shops,plume et palette ar,"['fashion accessories store in bay lake, florida']",plume et palette,"['fashion accessories store in bay lake, florida']",lake buena vi fl,Retail Trade
12.0,8011.0,doctors or physicians,the core institute #,"['orthopedic surgeon in phoenix, arizona']",the core institute,"['orthopedic surgeon in phoenix, arizona']",goodyear az,Health and Community Services
147.93,5977.0,cosmetic stores,spa  go,"['view all', 'corporate office']",spa  go,['corporate office'],moorabbin au,Retail Trade
40.0,nan,nan,nancy`s nails & sp,"['nail salon in hermosa beach, california']",nancy nails and spa,"['nail salon in hermosa beach, california']",hermosa beach ca,"Trade, Professional and Personal Services"
11.25,5812.0,restaurants or eating places,taco bron,['mexican restaurant'],taco bron,['mexican restaurant'],tucson az,Entertainment
18.73,nan,nan,davis tv hdw,"['hardware store in bernalillo county, new mexico', 'view all']",davis true value hardware and v and s,"['home improvement store in cedar crest, new mexico']",cedar crest nm,Retail Trade
37.25,nan,nan,perry's place,['bar & grill'],perrys place,['bar & grill'],omaha ne,Entertainment
18.13,nan,nan,north street deli,"['near north st, anderson, ca', '· $convenience store · north stopen hours', 'deli · balls ferry rdclosed ⋅ opens fri', 'tattoo shop · freeman stclosed ⋅ opens fri']",north street deli,"['near north st, anderson, ca', '· $convenience store · north stopen hours', 'deli · balls ferry rdclosed ⋅ opens fri', 'tattoo shop · freeman stclosed ⋅ opens fri']",anderson ca,Retail Trade
50.0,5812.0,restaurants or eating places,murphy`s rockwater iri,"['bar', 'view all']",murphys restaurant,"['near south lake tahoe, ca', '· $$pub · fremont avecloses soon ⋅', '· $$irish pub · lake tahoe blvd a', '· $$$restaurant · ski run blvdcloses soon ⋅']",south lake ta ca,Entertainment
37.77,5542.0,automated fuel dispensers,st. patrick,['open in maps'],st. patrick,['open in maps'],rapid city sd,Services to Transport
300.0,8111.0,attorneys or legal services,heyrich k mcguigan pll,[],heyrich k mcguigan pll,[],seattle wa,"Trade, Professional and Personal Services"
200.0,8021.0,dentists or orthodontists,garn and mason orthodo,"['dental clinic · e brown rd ⋅ opens fri', 'orthodontist · chandler, azclosed ⋅ opens fri', 'near garn & mason orthodontics - mesa, e brown rd mesa, az', 'orthodontist · queen creek, azclosed ⋅ opens fri']",garn and mason orthodontics,"['dental clinic · e brown rd ⋅ opens fri', 'orthodontist · chandler, azclosed ⋅ opens fri', 'near garn & mason orthodontics - mesa, e brown rd mesa, az', 'orthodontist · queen creek, azclosed ⋅ opens fri']",az,Health and Community Services
50.0,8011.0,doctors or physicians,ob gyn anesthesia pc,[],ob gyn anesthesia pc,[],co,Health and Community Services
21.93,nan,nan,keys bar & grille,['bar & grill'],the keys bar and grille,['bar & grill'],fort myers fl,Entertainment
52.5,nan,nan,denny's childrensw,"[""children's clothing store in montgomery county, pennsylvania""]",dennys,"[""children's clothing store in montgomery county, pennsylvania""]",huntingdonval pa,Entertainment
9.57,5812.0,restaurants or eating places,wongs hunan garden,['korean restaurant'],wongs hunan garden,['korean restaurant'],omaha ne,Entertainment
43.33,5999.0,miscellaneous & specialty stores,hoodsport winery inc,['winery'],hoodsport winery,['winery'],hoodsport wa,Retail Trade
9.73,5814.0,fast food restaurants,mr. jims pizza,"['wylie, txclosed ⋅ opens fri', 'near rowlett, tx', 'dallas, txclosed ⋅ opens fri', 'forney, txclosed ⋅ opens fri']",mrjims.pizza,"['wylie, txclosed ⋅ opens fri', 'near rowlett, tx', 'dallas, txclosed ⋅ opens fri', 'forney, txclosed ⋅ opens fri']",rowlett tx,Entertainment
108.0,nan,nan,in ko pah truck &,[],inko pah truck and equipment,"['truck repair shop in imperial county, california']",jacumba ca,Services to Transport
2.95,5812.0,restaurants or eating places,casino starbucks #,"['near tucson, az', 'w starr pass blvdclosed ⋅ opens fri', 'e tucson marketplace blvd ⋅ opens fri', 'n la cañada drclosed ⋅ opens fri']",casino starbucks #,"['near tucson, az', 'w starr pass blvdclosed ⋅ opens fri', 'e tucson marketplace blvd ⋅ opens fri', 'n la cañada drclosed ⋅ opens fri']",tucson az,Entertainment
35.89,5812.0,restaurants or eating places,casa serrano of laughl,['mexican restaurant'],casa serrano,['mexican restaurant'],laughlin nv,Entertainment
90.41,5812.0,restaurants or eating places,hasu kitchen of japan,['japanese restaurant'],hasu kitchen of japan,['japanese restaurant'],torrance ca,Entertainment
29.2,5571.0,motorcycle dealers,no cnty hse of mtrcycl,[],north countys house of motorcycles,"['motorsports store in vista, california']",vista ca,Retail Trade
4.2,nan,nan,xsport alexandria,"['fitness center in alexandria, virginia']",xsport fitness,"['fitness center in alexandria, virginia']",alexandria va,Health and Community Services
130.36,7538.0,automotive service shops (non-dealer),eduardos auto glass,[],eduardos auto glass,[],whittier ca,Services to Transport
17.03,nan,nan,spring run car was,"['car wash in columbus, ohio']",spinlight express car wash,"['car wash in columbus, ohio']",columbus oh,Services to Transport
75.0,nan,nan,sandston chubby's,"['gas station in sandston, virginia']",sandston chubbys,"['gas station in sandston, virginia']",sandston va,Services to Transport
77.83,5812.0,restaurants or eating places,manor sp. z o.o.,['view all'],manor sp. z o.o.,['view all'],krakow pl,Entertainment
13.0,8398.0,charitable or social services organizations,hilltop aquatic swim t,[],aquatic swim club,[],am fork ut,Entertainment
142.0,7399.0,business services (nec),eaton sales & man,['view all'],eaton sales and marketing,"['audio visual equipment supplier in binghamton, new york']",mi,"Trade, Professional and Personal Services"
11.95,nan,nan,twisted bliss froz,['frozen yogurt shop'],twisted bliss,['frozen yogurt shop'],kalispell mt,Retail Trade
17.52,nan,nan,fit rite,"['tailor · bellevue, waclosed ⋅ opens fri', 'clothing alteration service · federal way, waclosed ⋅ opens fri', 'near washington']",fit rite alterations,"['tailor in bellevue, washington']",wa,"Trade, Professional and Personal Services"
6.95,5814.0,fast food restaurants,small fryes,['hamburger restaurant'],small fryes,['hamburger restaurant'],fall city wa,Entertainment
60.43,5812.0,restaurants or eating places,lt's grill,['bar & grill'],lts grill,"['caribbean · albany stclosed ⋅ opens', '· $$grill · consaul rdclosed ⋅ opens', '· $grill · front stclosed ⋅ opens', 'near schenectady, ny']",schenectady ny,Entertainment
25.2,nan,nan,murphies,"['near murphy sean j, bayberry ct # richmond, va', 'auto body shop · glen allen, vaclosed ⋅ opens', 'attorney · bayberry ct #', 'view all', 'urologist · forest ave ⋅ opens']",murphies,"['near murphy sean j, bayberry ct # richmond, va', 'auto body shop · glen allen, vaclosed ⋅ opens', 'attorney · bayberry ct #', 'view all', 'urologist · forest ave ⋅ opens']",richmond va,Retail Trade
115.0,7230.0,barber or beauty shops,prima hair by kirsten,"['beauty salon in tempe, arizona']",prima hair by kirsten,"['beauty salon in tempe, arizona']",tempe az,"Trade, Professional and Personal Services"
7.98,5942.0,book stores,class comics,[],class comics,[],coquitlam cd,Retail Trade
27.57,5812.0,restaurants or eating places,deno`s pizza,['pizza restaurant'],denos pizza surprise az,['pizza restaurant'],suprise az,Entertainment
6.51,5541.0,gas/service stations with/without ancillary services,roberts oil,"['research institute in socorro, new mexico']",roberts oil,"['research institute in socorro, new mexico']",socorro nm,Services to Transport
38.13,nan,nan,marco ace hardware,"['san marco rdclosed ⋅ opens', 'near marco ace hardware, e elkcam cir, marco island, fl', 'e elkcam circlosed ⋅ opens']",ace hardware,"['san marco rdclosed ⋅ opens', 'near marco ace hardware, e elkcam cir, marco island, fl', 'e elkcam circlosed ⋅ opens']",marco island fl,Retail Trade
41.14,5971.0,art dealers or galleries,b j art creations inc,['view all'],hair creations,"['beauty salon in garland, texas']",garland tx,"Trade, Professional and Personal Services"
186.32,nan,nan,top rack marina,"['marina in chesapeake, virginia']",top rack marina,"['marina in chesapeake, virginia']",va,Retail Trade
57.6,5812.0,restaurants or eating places,big j's pizza,['pizza restaurant'],big js pizza,['pizza restaurant'],corralitos ca,"Trade, Professional and Personal Services"
10.0,8398.0,charitable or social services organizations,lds layton center,"['w nclosed ⋅ opens sun', 'w', 'oak hills drtemporarily closed', 'near layton, ut']",layton utah familysearch center,"['library in layton, utah']",layton ut,Health and Community Services
34.24,nan,nan,cy gift accessorie,"['woodbridge center drclosed ⋅ opens', 'near woodbridge township, nj', 'view all', 'woodbridge, njtemporarily closed']",francescas,"['boutique in woodbridge, new jersey']",woodbridge nj,Retail Trade
300.0,7342.0,disinfecting or exterminating services,bill's pest & termite,"['pest control service in phoenix, arizona']",bills pest termite control,"['pest control service in phoenix, arizona']",phoenix az,"Trade, Professional and Personal Services"
2.88,5499.0,misc food stores - specialty markets & convenience,oxxo versalles,"['view all', 'convenience store']",oxxo versalles,"['view all', 'convenience store']",hermosillo so mx,Retail Trade
17.0,5812.0,restaurants or eating places,la pastada,[],la pastada mexican restaurant,[],great falls mt,Entertainment
13.78,nan,nan,ui outdoor rental,"['equipment rental agency in moscow, idaho']",ui outdoor rental center,"['equipment rental agency in moscow, idaho']",moscow id,Property and Business Services
52.49,1711.0,a/c heating or plumbing contractors - sales & installation,stevens plumbing,"['· plumberclosed ⋅ opens', '· plumberopen hours', 'location unknown']",stevens plumbing,"['· $$ · plumberphoenix, azopen hours', 'near phoenix, az', '· wholesalerphoenix, azclosed ⋅ opens fri', '· heating contractorclosed ⋅ opens fri']",phoenix az,"Trade, Professional and Personal Services"
42.8,nan,nan,suds n' scissors,"['pet groomer in lincoln, nebraska']",suds n scissors,"['pet groomer in lincoln, nebraska']",ne,"Trade, Professional and Personal Services"
10.59,8062.0,hospitals,harborview cafeteria,"['emergency room · aveopen hours', 'hospital · main hospital, aveopen hours', 'surgical center · ave', 'near seattle, wa']",harbor cafe,['cafe'],seattle wa,Entertainment
8.7,nan,nan,ma ma carols,['diner'],mama carols kitchen,['diner'],chickasha ok,Entertainment
29.28,5968.0,continuity/subscription merchant,cnp*vogue magazine,['view all'],cnp*vogue magazine,['view all'],co,Property and Business Services
3.0,nan,nan,bird road car wash,"['near miami, fl', 'car bird rdclosed ⋅ opens', 'car bird rdtemporarily closed']",busy bee car wash,"['bird rdclosed ⋅ opens', 's dixie hwyclosed ⋅ opens', 'near miami, fl', 'biscayne blvdclosed ⋅ opens']",miami fl,Services to Transport
25.0,8042.0,ophthalmologists or optometrists,dr lawrence aurich,['view all'],dr. lawrence liao md,"['view all', 'cardiologist in raleigh, north carolina']",lenexa ks,Health and Community Services
25.0,8062.0,hospitals,mulford ob,"['obstetrician-gynecologist · n mulford rd ste. ⋅ opens fri', ""women's health clinic · roxbury rdclosed ⋅ opens fri"", 'near rockford, il', 'medical clinic · churchview drclosed ⋅ opens fri']",macaulay nicole md,"['obstetrician-gynecologist in rockford, illinois']",rockford il,Health and Community Services
41.34,nan,nan,timeiplay com,[],clermont foods,"['convenience store · rue de la font du bacclosed ⋅ opens', 'restaurant · bis av. barbier daubrée', 'near clermont-ferrand, france', 'ice cream · rue bonnabaud']",clermont ferr fr,Retail Trade
45.0,nan,nan,ucla smbay ocean p,"['family practice physician in santa monica, california']",ucla santa monica bay physicians,"['doctor in santa monica, california']",santa monica ca,Health and Community Services
15.89,nan,nan,chicken pollo,['peruvian restaurant'],chicken pollo,['peruvian restaurant'],annandale va,Entertainment
43.95,5812.0,restaurants or eating places,penn's thai cafe,"['· $thai · rochester rdclosed ⋅ opens', '· $thai · royal oak, miclosed ⋅ opens', ""near penn's thai cafe, rochester rd, troy, mi""]",penns thai cafe,"['· $thai · rochester rdclosed ⋅ opens', '· $thai · royal oak, miclosed ⋅ opens', ""near penn's thai cafe, rochester rd, troy, mi""]",royal oak mi,Entertainment
42.43,5651.0,family clothing stores,sew biz usa,"['embroidery service in indian river county, florida']",sew biz,"['embroidery service in indian river county, florida']",fl,"Trade, Professional and Personal Services"
38.0,nan,nan,premium goods,"['clothing store in houston, texas']",premiumgoods,"['clothing store in houston, texas']",houston tx,Retail Trade
38.23,nan,nan,new image,"['view all', 'portrait studio in orion township, michigan']",new image,"['laser hair removal service · rochester hills, miclosed ⋅ opens', 'view all', 'near columbus oh, oh', 'cosmetics store · ypsilanti, miclosed ⋅ opens', 'portrait studio · lake orion, miclosed ⋅ opens']",lake orion mi,"Trade, Professional and Personal Services"
43.0,4121.0,taxicabs or limousines,exec. air cvg,"['transportation service in newport, kentucky']",exec. air cvg,"['transportation service in newport, kentucky']",newport ky,Travel
24.94,5261.0,garden and lawn supply stores or nurseries,sloggerstore,[],sloggerstore,[],ca,Retail Trade
18.69,5812.0,restaurants or eating places,mustang harrys,['bar & grill'],mustang harrys,['bar & grill'],new york ny,Entertainment
25.0,nan,nan,xl design,"['embroidery shop in wyomissing, pennsylvania']",xl design,"['embroidery shop in wyomissing, pennsylvania']",wyomissing pa,Property and Business Services
100.0,nan,nan,little javas famil,"['indoor playground in weston, florida']",little javas family fun center,"['indoor playground in weston, florida']",weston fl,Entertainment
35.56,5970.0,craft or artist's supply shops,makr llc,"['industrial design company in the fairview shores, florida']",makr winter park fl,"['art gallery · s orlando ave suite nclosed ⋅ opens', 'industrial design company · clay st', 'near winter park, fl', 'interior designer · w morse blvdclosed ⋅ opens']",fl,Retail Trade
13.5,5199.0,non-durable goods (nec),wahl clipper,"['manufacturer in whiteside county, illinois', 'view all']",wahl clipper,"['manufacturer in whiteside county, illinois', 'view all']",il,Retail Trade
12.48,nan,nan,rey pza las americ,"['supermarket', 'view all']",panama park,"['pharmacy in jacksonville, florida', 'view all']",panama pb,Travel
18.5,nan,nan,mojo lounge,['cocktail bar'],mojo lounge,['cocktail bar'],fremont ca,Entertainment
59.69,nan,nan,medical spa @ nova,"['medical spa in ashburn, virginia']",inova medical spa,"['medical spa in ashburn, virginia']",ashburn va,"Trade, Professional and Personal Services"
44.63,5611.0,men's and/or boys' clothing and accessories stores,plndr,['view all'],plndr,['view all'],ma,Retail Trade
50.0,7399.0,business services (nec),taylor distributor inc,"['packaging supply store in tucson, arizona']",taylor distributors,"['packaging supply store in tucson, arizona']",tucson az,"Trade, Professional and Personal Services"
68.79,5811.0,caterers,rest la herradura,['restaurant'],nogales motor vehicles department,"['state department of transportation · nogales, azclosed ⋅ opens fri', 'department of transportation · nogales, azclosed ⋅ opens fri', 'near nogales, sonora, mexico', 'auto parts store · blvd. los álamos soon ⋅']",nogales mx,Travel
34.37,5999.0,miscellaneous & specialty stores,terra verde,"['boutique in colorado springs, colorado']",terra verde boutique,"['boutique in colorado springs, colorado']",colorado spri co,Retail Trade
55.27,nan,nan,precis tune auto c,"['auto repair shop in new hope, minnesota']",precision tune auto care,"['auto repair shop in new hope, minnesota']",maple grove mn,Services to Transport
191.63,nan,nan,wine vault and bis,['bistro'],wine vault and bistro,['bistro'],san diego ca,Entertainment
6.42,7216.0,dry cleaners,one price cleaners,"['laundromat in parker, colorado']",one price cleaners,"['s parker rdclosed ⋅ opens fri', 'near parker, co', 's parker rd # ⋅ opens fri', 's crossroads drclosed ⋅ opens fri']",parker co,"Trade, Professional and Personal Services"
20.0,5812.0,restaurants or eating places,il canto bar & lounge,['bar'],il canto bar and lounge,['bar'],el paso tx,Entertainment
2.75,7999.0,amusement/recreational services not elsewhere classified,mcg dix bowl snack bar,"['bowling alley in new hanover township, new jersey']",mcg,[],fort dix nj,"Trade, Professional and Personal Services"
50.0,7298.0,beauty or health spas,sophia nails & spa inc,"['beauty salon in glen cove, new york']",sophia nails and spa,"['beauty salon in glen cove, new york']",glen cove ny,"Trade, Professional and Personal Services"
9.25,5499.0,misc food stores - specialty markets & convenience,rick's place,['tea house'],ricks place,['tea house'],monmouth or,Entertainment
18.9,nan,nan,ruby's general sto,['general store'],rubys inn general,['general store'],bryce ut,Retail Trade
24.65,5812.0,restaurants or eating places,skylarks hidden cafe,['restaurant'],skylarks,['restaurant'],bellingham wa,Entertainment
437.0,5532.0,automotive tire stores,wheels and more,"['truck accessories store in tucson, arizona']",wheels and more,"['truck accessories store in tucson, arizona']",tucson az,Services to Transport
37.49,nan,nan,graphic design,"['near hastings, mn', '· graphic designerhastings, mnclosed ⋅ opens fri']",graphic design,"['near hastings, mn', '· graphic designerhastings, mnclosed ⋅ opens fri']",hastings mn,Property and Business Services
37.65,5542.0,automated fuel dispensers,munchies,"['pet supply store · s rainbow blvd ⋅ opens fri', 'cake shopclosed ⋅ opens fri', 'mobile caterer', 'near munchies, w lake mead blvd, las vegas, nv']",munchies,"['pet supply store · s rainbow blvd ⋅ opens fri', 'cake shopclosed ⋅ opens fri', 'mobile caterer', 'near munchies, w lake mead blvd, las vegas, nv']",las vegas nv,Retail Trade
48.2,5940.0,bicycle shops -- sales and service,derby bicycle cent,"['bicycle store in thornton, colorado']",derby bicycle center,"['bicycle store in thornton, colorado']",thornton co,Retail Trade
35.0,8099.0,medical services and health practitioners (nec),bodywise medicine,"['doctor · e baseline rd #', 'alternative medicine practitioner · apache junction, az', 'doctor · tempe, az', 'near bodywise medicine, e baseline rd # gilbert, az']",bodywise medicine,"['doctor · e baseline rd #', 'alternative medicine practitioner · apache junction, az', 'doctor · tempe, az', 'near bodywise medicine, e baseline rd # gilbert, az']",gilbert az,Health and Community Services
39.9,5968.0,continuity/subscription merchant,blu*sparklingwavesofli,[],blu*sparklingwavesofli,[],ut,Property and Business Services
611.16,5719.0,home furnishing specialty stores -- miscellaneous,sleep country can #,"['no. rdclosed ⋅ opens fri', 'bridgeport rdclosed ⋅ opens fri', 'near richmond, bc, canada']",sleep country,"['near morrow county, or', 'view all', 'richmond, bc, canadaclosed ⋅ opens fri']",richmond cd,Retail Trade
