Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
17.77,5611.0,men's and/or boys' clothing and accessories stores,boss unlimited daredev,['view all'],boss vintage,"['vintage clothing store in denver, colorado']",denver co,Retail Trade
4.76,nan,nan,sky burgers #,['hamburger restaurant'],sky burgers,['hamburger restaurant'],palmdale ca,Entertainment
93.75,5940.0,bicycle shops -- sales and service,island biker,"['store in kahului, hawaii']",island biker,"['store in kahului, hawaii']",kahului hi,Retail Trade
59.95,5968.0,continuity/subscription merchant,acm*lashatone,[],acm*lashatone,[],nj,Property and Business Services
300.0,8931.0,accounting bookkeeping or auditing services,harding lundvall assoc,"['accountant in wheat ridge, colorado']",lundvall and associates,"['accountant in wheat ridge, colorado']",wheat ridge co,"Trade, Professional and Personal Services"
21.2,nan,nan,traffic santa rosa,['faster than usual'],traffic safety,"['safety equipment supplier · mary esther blvdtemporarily closed', 'near mary esther, fl', 'driving school · niceville, flclosed ⋅ opens fri', 'safety equipment supplier · fort walton beach, flclosed ⋅ opens fri']",mary esther fl,Retail Trade
40.31,5947.0,card gift novelty or souvenir shops,bisanzio gallery,"['glass & mirror shop in venice, italy']",bisanzio gallery,"['glass & mirror shop in venice, italy']",murano it,Retail Trade
14.0,nan,nan,ovens auditorium c,"['auditorium in charlotte, north carolina']",ovens auditorium,"['view all', 'auditorium in charlotte, north carolina']",charlotte nc,Entertainment
74.29,nan,nan,rsm honda,"['honda dealer in rancho santa margarita, california']",rancho santa margarita honda,"['honda dealer in rancho santa margarita, california']",rancho st mar ca,Retail Trade
46.13,nan,nan,maurice river citg,['township in new jersey'],maurice river citgo,"['gas station in maurice river township, new jersey']",dorchester nj,Services to Transport
21.0,5950.0,glassware/crystal stores,amphora berkeley olive,['gourmet grocery store'],amphora nueva,['gourmet grocery store'],berkeley ca,Retail Trade
28.0,nan,nan,cgm emp rtp llc,[],cgm,"['near china grill, w st, new york, ny', 'insurance agency · broadway # closed', 'chimney servicesclosed ⋅ opens fri', 'foreign consulate · ave']",new york ny,"Trade, Professional and Personal Services"
160.03,7011.0,lodging hotels motels resorts,sofitel jinjiang orien,"['view all', 'near shanghai, china', 'china']",sofitel,"['near shanghai, china', 'china']",shanghai cn,Travel
35.0,nan,nan,a star auto repair,"['auto repair shop in kansas city, kansas']",a star auto repair and tire,"['auto repair shop in kansas city, kansas']",kansas city ks,Services to Transport
39.97,5977.0,cosmetic stores,globalnpn.com,[],globalnpn.com,[],kn,Retail Trade
149.98,7011.0,lodging hotels motels resorts,bestwesternparis,"['all. du verger', 'near roissy-en-france, france']",bestwesternparis,"['all. du verger', 'near roissy-en-france, france']",roissy en fra fr,Travel
12.0,7299.0,misc personal services not elsewhere classified,dunk n dogs,"['pet groomer in san diego, california']",dunkn dogs dog wash and grooming,"['pet groomer in san diego, california']",san diego ca,"Trade, Professional and Personal Services"
51.54,1771.0,contractors -- concrete work,donaldsons bros,"['concrete contractor in ravalli county, montana']",donaldson bros ready mix,"['concrete contractor in ravalli county, montana']",hamilton mt,"Trade, Professional and Personal Services"
35.0,5941.0,sporting goods stores,femme athletic,"['athletic club · w north ln suite ⋅ opens fri', 'clothing store · e camelback rd ste ⋅ opens fri', 'gym · n stclosed ⋅ opens fri', 'view all', 'near phoenix, az']",life time fitness,"['e chauncey lnopen ⋅ closes', 'near phoenix, az', 'e camelback rdopen ⋅ closes', 'tempe, azopen ⋅ closes']",phoenix az,Health and Community Services
45.0,8043.0,opticians,frisco family eye care,"['optometrist in frisco, texas']",frisco family eye care,"['optometrist in frisco, texas']",frisco tx,Health and Community Services
74.45,7538.0,automotive service shops (non-dealer),chesters garage,"['auto repair shop in phoenix, arizona']",chesters garage,"['auto repair shop in phoenix, arizona']",phoenix az,Services to Transport
33.52,5814.0,fast food restaurants,rib house,"['· $$barbecue · country blvdclosed ⋅ opens fri', 'restaurant · silver dollar city pkwy', 'near branson, mo', '· $$barbecue · state hwy ⋅ opens fri']",ribcrib bbq and grill,['barbecue restaurant'],branson mo,Entertainment
39.56,5812.0,restaurants or eating places,ordings party time,['deli'],ordings party time and catering,['deli'],troy oh,Retail Trade
154.61,nan,nan,berg's nursery,"['landscaper in austin, minnesota']",berg nursery,"['landscaper in austin, minnesota']",austin mn,Retail Trade
20.94,5621.0,women's ready-to-wear stores,rizno uniform div,['view all'],rizno uniform div,['view all'],il,Retail Trade
2000.0,7361.0,employment agencies or temporary help services,ameri temps employment se,"['employment agency in the golden glades, florida']",ameritemps employment ii,"['employment agency in the golden glades, florida']",fl,Property and Business Services
47.88,5947.0,card gift novelty or souvenir shops,mouse gear,"['souvenir store in bay lake, florida']",mouse gear,"['souvenir store in bay lake, florida']",lake buena vi fl,Retail Trade
47.31,5814.0,fast food restaurants,rosti pollos,['chicken restaurant'],rosti pollos,['chicken restaurant'],alajuela cr,Entertainment
54.09,5631.0,women's accessory and specialty shops,foh*frederick's,[],fredericks of hollywood,"['lingerie store in san jose, california']",ca,Retail Trade
23.0,nan,nan,krystals nails,"['· nail n stclosed ⋅ opens fri', 'near lincoln, ne', '· nail libra drclosed ⋅ opens fri', '· nail pioneers blvd suite ⋅ opens fri']",krystal nail and spa,"['beauty salon in fresno, california']",lincoln ne,"Trade, Professional and Personal Services"
100.0,8931.0,accounting bookkeeping or auditing services,the layton financial,[],wayne n. layton cpa pllc,"['tax preparation service in safford, arizona']",az,"Trade, Professional and Personal Services"
30.0,4784.0,tolls road and bridge fees,nh turnpike e z pass,[],nh turnpike e z pass,[],nj,Services to Transport
14.07,nan,nan,guyon superette in,['caterer'],guyon superette,['caterer'],staten island ny,Entertainment
131.5,9399.0,government services (nec) or fire departments,th jd swift county iw,"['near swift county, mn', 'benson, mnclosed ⋅ opens fri']",county inn,"['hotelplymouth, mn', 'hotelcottage grove, mn', 'near minnesota', 'hotelelk river, mn']",mn,Travel
51.34,5995.0,pet shops pet foods and supplies stores,d&g pets,"['pet store in fort collins, colorado']",the dog pawlour,"['dog day care center in fort collins, colorado']",ft collins co,"Trade, Professional and Personal Services"
6.13,nan,nan,balderas tamale fa,['tex-mex restaurant'],balderas tamale factory,['tex-mex restaurant'],houston tx,Entertainment
41.6,5631.0,women's accessory and specialty shops,leve minas,['gourmet grocery store'],leve minas,['gourmet grocery store'],confins br,Retail Trade
40.27,5921.0,liquor wine package or beer stores,zarpara vineyard,['winery'],zarpara vineyard,['winery'],willcox az,Retail Trade
12.5,7333.0,photography art and graphic -- commercial,sq *brad bradley,[],brad bradley,"['pediatrician · n university ave ⋅ opens fri', 'psychologist · orem, ut', 'medical clinic · n w', 'near provo, ut']",provo ut,"Trade, Professional and Personal Services"
45.31,5411.0,grocery stores or supermarkets,rani world foods,['gourmet grocery store'],ranis world foods 2,['gourmet grocery store'],las vegas nv,Retail Trade
22.78,nan,nan,felix g. millhouse,"['cardiologist · campus dr #', 'near felix g. millhouse, m.d., campus dr # daly city, ca', 'cardiologist · sullivan ave unit']",dr. felix g. millhouse jr md,"['cardiologist in daly city, california']",ca,Health and Community Services
20.99,5411.0,grocery stores or supermarkets,coa supermarket,"['view all', 'hypermarket in seoul, south korea']",charleston outdoor adventures,[],seoul kr,Travel
34.0,nan,nan,wesco #,"['santa clara, caclosed ⋅ opens fri', 'livermore, catemporarily closed', 'near santa clara county, ca', 'concord, caclosed ⋅ opens fri']",wesco,[],jupiter fl,Retail Trade
89.39,5812.0,restaurants or eating places,bon thai,['thai restaurant'],bon thai,['thai restaurant'],ottawa cd,Entertainment
50.0,nan,nan,raiter clinic ltd,"['medical clinic in cloquet, minnesota']",raiter clinic,"['medical clinic in cloquet, minnesota']",cloquet mn,Health and Community Services
44.0,nan,nan,perham bp,"['near perham, mn', 'market dropen', 'w main st']",bp,"['gas station in perham, minnesota']",perham mn,Services to Transport
46.16,nan,nan,strouhal tire pear,"['tire shop in brazoria county, texas']",strouhal tire,"['tire shop in brazoria county, texas']",rosharon tx,Services to Transport
25.0,nan,nan,murray automotive,"['used car dealer in murray, utah']",murray auto sales,"['used car dealer in murray, utah']",salt lake cit ut,Retail Trade
159.98,8042.0,ophthalmologists or optometrists,wakan vision dba senio,"['optometrist in yakima, washington']",wakan vision dba senio,"['optometrist · san jose, caclosed ⋅ opens fri', 'near santa clara county, ca', 'optometrist · oakland, caclosed ⋅ opens fri']",ne,Health and Community Services
24.65,5411.0,grocery stores or supermarkets,albertson's llc,['grocery store'],albertsons,['grocery store'],watauga tx,Retail Trade
13.59,nan,nan,copy bank,"['print shop in torrance, california']",copy bank,"['print shop in torrance, california']",torrance ca,Property and Business Services
5.56,5814.0,fast food restaurants,busy b`s bakery,['bakery'],busy bs bakery,['bakery'],colleyville tx,Retail Trade
16.52,5411.0,grocery stores or supermarkets,sainsburys superma,['view all'],sainsburys superma,['view all'],edinburgh gb,Retail Trade
5.46,5814.0,fast food restaurants,loreto's mexican food,['mexican restaurant'],loretos mexican food,['mexican restaurant'],guadalupe az,Entertainment
50.0,8111.0,attorneys or legal services,deluca & associates,"['bankruptcy attorney in paradise, nevada']",deluca and associates,"['bankruptcy attorney in paradise, nevada']",las vegas nv,"Trade, Professional and Personal Services"
934.0,3007.0,air france,air france,"['near atlanta, ga', 'n terminal pkwy', 'cameron madison alexander blvd nw', 'sat, july – wed, july', 's cargo drtemporarily closed']",air france,"['near atlanta, ga', 'cameron madison alexander blvd nw', 'n terminal pkwy', 'sat, july – wed, july', 's cargo drtemporarily closed']",atlanta ga,Travel
13.5,5813.0,alcoholic beverages drinking places - bars nightclubs etc,blue cue,"['view all', 'bar']",blue cue,"['view all', 'bar']",sacramento ca,Entertainment
900.0,5944.0,clock jewelry silverware or watch stores,moli kuyum,"['near aydın, efeler/aydın, turkey', 'view all', 'jewelry store · aydın merkez/aydın, turkeyclosed ⋅ opens']",moli kuyum,"['near aydın, efeler/aydın, turkey', 'view all', 'jewelry store · aydın merkez/aydın, turkeyclosed ⋅ opens']",aydin tr,Retail Trade
64.0,nan,nan,george hutchinson,[],tex tubbs taco palace,['tex-mex restaurant'],pacific palis ca,Entertainment
295.0,8299.0,schools and educational services (nec),pbs*teacherline,[],pbs*teacherline,[],va,Education
300.0,8099.0,medical services and health practitioners (nec),ed adult,"['adult education school · s st', 'near phoenix, az', 'elementary school · w thomas rd', 'adult education school · e garfield stclosed ⋅ opens mon']",ed adult,"['adult education school · s st', 'near phoenix, az', 'elementary school · w thomas rd', 'adult education school · e garfield stclosed ⋅ opens mon']",phoenix az,Health and Community Services
20.82,5812.0,restaurants or eating places,sherm's grill,"['near twin falls, id', 'ave ecloses soon ⋅', 'shoshone st eclosed ⋅ opens fri', 'blue lakes blvd nclosed ⋅ opens fri']",sherms grill twin falls id,"['ave scloses soon ⋅', 'near twin falls, id', 'ave ecloses soon ⋅', 'shoshone st eclosed ⋅ opens fri']",twin falls id,Entertainment
42.0,nan,nan,vanellis by the la,"['near forest lake, mn', '· $$$building materials store · lake st s ⋅ opens fri', '· $home improvement store · parking lot, w broadway aveclosed ⋅ opens fri', 'city government office · lake st sclosed ⋅ opens fri']",vannellis by the lake,['italian restaurant'],forrest lake mn,Entertainment
0.01,4789.0,transportation services (nec),kathleen m kutzli,[],kathleen m kutzli,[],napoleon oh,Travel
30.72,8699.0,membership organizations not elsewhere classified,spirit a fitness c,"['gym in cedar city, utah']",spirit fitness club,"['gym in cedar city, utah']",cedar city ut,Health and Community Services
24.82,5411.0,grocery stores or supermarkets,abarr la ofer muzquiz,"['view all', 'market in santa rosa de múzquiz, mexico']",abarr la ofer muzquiz,"['view all', 'market in santa rosa de múzquiz, mexico']",muzquiz coah mx,Retail Trade
116.0,nan,nan,denr zoological pa,"['view all', 'zoo in randolph county, north carolina']",north carolina zoo,"['zoo in randolph county, north carolina']",asheboro nc,Entertainment
4.33,nan,nan,dimples cup cake f,[],fluellen cupcakes,['bakery'],frisco tx,Retail Trade
6.37,5812.0,restaurants or eating places,johnni b's,['restaurant'],johnnie bs,['restaurant'],van buren ia,Entertainment
19.82,5941.0,sporting goods stores,dance gear,"['dance store in orem, utah']",dance gear,"['dance store in orem, utah']",orem ut,Retail Trade
87.0,nan,nan,storage plus (mid,"['self-storage facility in taylorsville, utah']",storageplus mid valley self storage,"['self-storage facility in taylorsville, utah']",ut,"Trade, Professional and Personal Services"
4.38,5812.0,restaurants or eating places,cosi,['restaurant'],cosi,['restaurant'],normal il,Entertainment
7.7,nan,nan,caribou glenhaven,['coffee shop'],caribou coffee,"['w wayzata blvd fclosed ⋅ opens fri', 'near minnetonka, mn', 'county rd ⋅ opens fri']",minnetonka mn,Entertainment
2.25,5812.0,restaurants or eating places,simply ice cream inc,['food producer'],simply ice cream,"['view all', 'ice cream shop']",ut,Retail Trade
16.0,5812.0,restaurants or eating places,the pub beavercreek,['restaurant'],the pub,['restaurant'],dayton oh,Entertainment
33.37,5621.0,women's ready-to-wear stores,moon river,"['gift shop in santa barbara, california']",moon river,"['gift shop in santa barbara, california']",santa barbara ca,Retail Trade
50.5,nan,nan,pira,['lounge'],pira latin fire,['lounge'],dallas tx,Entertainment
21.86,nan,nan,kasson liquor,['liquor store'],kasson liquor storee,['liquor store'],kasson mn,Retail Trade
32.8,5946.0,camera and/or photographic supply stores,glazers camera main,"['camera store in seattle, washington']",glazers camera,"['camera store in seattle, washington']",seattle wa,Retail Trade
11.95,5499.0,misc food stores - specialty markets & convenience,carlinos coffee house,['pizza restaurant'],stomping grounds coffee house,['coffee shop'],fairview or,Entertainment
9.61,5812.0,restaurants or eating places,kingman co steakhouse,['steak house'],kingman chophouse,['steak house'],kingman az,Entertainment
134.72,5947.0,card gift novelty or souvenir shops,ewe and eye,"['yarn store in boerne, texas']",ewe and eye,"['yarn store in boerne, texas']",boerne tx,"Trade, Professional and Personal Services"
290.0,8398.0,charitable or social services organizations,compass,"['landscaper in st. louis county, minnesota']",compass,[],co,"Trade, Professional and Personal Services"
11.68,5812.0,restaurants or eating places,cafe in the park,['cafe'],cafe in the park,['cafe'],san diego ca,Entertainment
1.94,nan,nan,wl coffee bar,[],fix coffeebar,['coffee shop'],houston tx,Entertainment
14.44,nan,nan,clinton rd self se,"['near clinton rd, cape fear, nc', 'gas station · fayetteville, nc', 'convenience store · fayetteville, nccloses soon ⋅']",maxwell portable storage,"['trailer rental service in cumberland county, north carolina']",fayetteville nc,Travel
40.0,nan,nan,bay medical family,"['family practice physician in fairhope, alabama']",bay medical family practice,"['family practice physician in fairhope, alabama']",fairhope al,Health and Community Services
834.77,6513.0,real estate agents and managers-rentals,"pna apartments, lp","['apartment building · w randol mill rd', 'apartment building · pinion drclosed ⋅ opens fri', 'apartment rental agency · polk drclosed ⋅ opens fri', 'near arlington, tx']",windsprint apartments,"['apartment complex in arlington, texas']",arlington tx,"Trade, Professional and Personal Services"
22.68,nan,nan,bad ace vapor loun,"['vaporizer store in rockwall, texas']",bad ace vapor,"['vaporizer store in rockwall, texas']",rockwall tx,Retail Trade
22.0,5968.0,continuity/subscription merchant,nyt*ny times subs,[],ny times square pizza,"['· $$restaurant · new york, nycloses soon ⋅', 'near new york', 'pizza · new york, ny']",ny,Property and Business Services
0.75,5947.0,card gift novelty or souvenir shops,dec gift shop,"['casino · exit casa blanca rd ⋅ closes', 'near casa blanca, paraje, nm', 'supermarket · casa blanca, nmclosed ⋅ opens fri', '· $fast food · casa blanca rd suite aopen ⋅ closes']",dec gift shop,"['supermarket · casa blanca, nmclosed ⋅ opens fri', '· $fast food · casa blanca rd suite aopen ⋅ closes', 'casino · exit casa blanca rd ⋅ closes', 'view all', 'near casa blanca, paraje, nm']",casa blanca nm,Retail Trade
100.61,nan,nan,texas legends stea,['restaurant'],texas legends steakhouse,['restaurant'],madisonville tx,Entertainment
34.72,nan,nan,little rck ntl air,"['airport in pulaski county, arkansas']",clinton national airport,"['airport in pulaski county, arkansas']",little rock ar,Services to Transport
63.95,5944.0,clock jewelry silverware or watch stores,tk connor,['view all'],t k connor and co nashville tn,"['law firm in nashville, tennessee', 'view all']",nashville tn,Retail Trade
210.0,7298.0,beauty or health spas,super slow zone,"['physical fitness program in raritan township, new jersey']",superslow zone sugar land,"['wellness center in sugar land, texas']",tx,"Trade, Professional and Personal Services"
74.74,5542.0,automated fuel dispensers,homerun #,"['convenience dawson rdclosed ⋅ opens', 'near albany, ga', 'convenience w oakridge drcloses soon ⋅', 'convenience w oglethorpe blvdclosed ⋅ opens']",homerun,"['convenience dawson rdclosed ⋅ opens', 'near albany, ga', 'convenience w oakridge drcloses soon ⋅', 'convenience w oglethorpe blvdclosed ⋅ opens']",albany ga,Services to Transport
26.91,4814.0,telecommuncations serv incl loca/long dist credit & fax,italkbb,"['open hours', 'houston, txclosed ⋅ opens fri', 'near texas', 'austin, tx']",italkbb houston,"['telecommunications service provider in houston, texas']",tx,Communication Services
1332.99,nan,nan,ace cash express i,"['irving, txclosed ⋅ opens fri', 'near texas', 'pasadena, txclosed ⋅ opens fri', 'san angelo, txclosed ⋅ opens fri']",ace cash express,"['carrollton, txclosed ⋅ opens fri', 'bedford, txclosed ⋅ opens fri', 'near texas', 'san angelo, txclosed ⋅ opens fri']",tx,Finance
42.0,nan,nan,g & m services,"['driving school in houston, texas']",g and m services,"['driving school in houston, texas']",houston tx,"Trade, Professional and Personal Services"
64.0,nan,nan,laser express utah,"['printer repair service in provo, utah']",laser express,"['printer repair service in provo, utah']",ut,"Trade, Professional and Personal Services"
29.05,7523.0,automobile parking or parking lots,aspens strata parking,[],aspens,"['view all', 'holiday apartment rental in whistler, british columbia']",whistler cd,Entertainment
12.47,5912.0,pharmcies or drug stores,boston med ctr   menin,"['near boston, ma', 'medical clinic · commonwealth ave', 'medical clinic · melnea cass blvdclosed ⋅ opens fri', 'medical center · one boston medical center plopen hours']",boston medical center,"['twitter • hours ago', 'twitter • day ago', 'medical center in boston, massachusetts']",boston ma,Health and Community Services
11.34,nan,nan,ann y carmady st,[],carmady boutique,"['clothing store in dana point, california']",dana point ca,Retail Trade
7.29,5814.0,fast food restaurants,"coffee king, inc.",['coffee shop'],coffee king,['coffee shop'],providence ri,Entertainment
8.0,5812.0,restaurants or eating places,pacers bar,"['· $$gastropub · washington, paclosed ⋅ opens fri', '· $grill · washington, pa', 'near pacers dr, wolfdale, pa', '· $grill · washington, pacloses soon ⋅']",pacers bar,"['· $$gastropub · washington, paclosed ⋅ opens fri', '· $grill · washington, pa', 'near pacers dr, wolfdale, pa', '· $grill · washington, pacloses soon ⋅']",washington pa,Entertainment
10.93,5251.0,hardware stores,dixon hardware & lumbe,"['hardware store in dixon, california']",dixon hardware and lbr,"['hardware store in dixon, california']",dixon ca,Retail Trade
25.17,5812.0,restaurants or eating places,granite's cheesesteak,['chicken wings restaurant'],granites famous cheesesteaks and wings,['chicken wings restaurant'],roseville ca,Entertainment
108.5,5999.0,miscellaneous & specialty stores,the hay barn,['hay supplier'],the hay barn,['hay supplier'],mesa az,Retail Trade
110.0,7395.0,photofinishing laboratories photo developing,cool memories,['view all'],memories,[],montego bay jm,Entertainment
0.99,nan,nan,google *mjlim,[],google.com,[],google.com/ch ca,Property and Business Services
13.0,5812.0,restaurants or eating places,coco loco mexican rest,"['near college station, tx', '· $mexican · texas aveclosed ⋅ opens fri', '· $mexican · welsh aveclosed ⋅ opens fri']",coco loco,['mexican restaurant'],college stati tx,Entertainment
2.99,5968.0,continuity/subscription merchant,conde nast publication,[],conde nast publication,[],ia,Property and Business Services
32.7,nan,nan,boogaloos,['brunch restaurant'],boogaloos,['brunch restaurant'],san francisco ca,Entertainment
16.43,nan,nan,chili's jourdantn,['tex-mex restaurant'],chilis grill and bar,['tex-mex restaurant'],pleasanton tx,Entertainment
202.54,5691.0,men's and women's clothing stores,renton western wear in,"['western apparel store in renton, washington']",renton western wear,"['western apparel store in renton, washington']",renton wa,Retail Trade
247.0,6300.0,insurance sales and underwriting,selective insurance co,"['near new jersey', 'hamilton township, njclosed ⋅ opens fri', 'branchville, njclosed ⋅ opens fri']",selective insurance,"['near new jersey', 'hamilton township, njclosed ⋅ opens fri', 'branchville, njclosed ⋅ opens fri']",nj,Finance
15.0,nan,nan,smg pinnacle suite,['view all'],smg,['view all'],lincoln ne,Retail Trade
49.93,7011.0,lodging hotels motels resorts,kefang,['view all'],kefang,['view all'],tangshan cn,Travel
16.9,nan,nan,ems*ez cracker,['view all'],ems,"['ambulance service · new britain, ctopen hours', 'ambulance service · easton, ctopen hours', 'near connecticut', 'ambulance service · stratford, ctclosed ⋅ opens fri']",ct,Health and Community Services
50.0,8062.0,hospitals,chw queen creek urgent,"['urgent care center in queen creek, arizona']",dignity health urgent care in queen creek,"['urgent care center in queen creek, arizona']",queen creek az,Health and Community Services
451.55,nan,nan,triple c concrete,[],triple c concrete,"['jerome, id', 'twin falls, id', 'near santa clara county, ca', 'atwater, caclosed ⋅ opens fri']",id,"Trade, Professional and Personal Services"
57.0,5661.0,shoe stores,mason direct #,"['near wisconsin', 'manufacturer · chippewa falls, wiclosed ⋅ opens fri', 'bar stool supplier · green bay, wiclosed ⋅ opens fri', 'shoe store · chippewa falls, wiclosed ⋅ opens fri']",mason companies,"['near wisconsin', 'chippewa falls, wiclosed ⋅ opens fri', 'chippewa falls, wi']",wi,Entertainment
6.91,7542.0,car washes,super car & rv wash,"['view all', 'car wash in leduc, alberta']",super carpet,"['carpet cleaning service in allen county, indiana']",leduc cd,Retail Trade
11.9,5912.0,pharmcies or drug stores,greene drug and gifts,"['pharmacy in dickinson, north dakota']",greene drug,"['pharmacy in dickinson, north dakota']",dickinson nd,Retail Trade
5.0,nan,nan,avaazfoundation,"['non-profit organization in new york city, new york']",avaaz foundation,"['non-profit organization in new york city, new york']",ny,Health and Community Services
17.0,nan,nan,manor golf club,"['golf course in berks county, pennsylvania']",manor golf club,"['golf course in berks county, pennsylvania']",sinking sprin pa,Entertainment
8.63,5812.0,restaurants or eating places,rumbi of longmont   q,"['near longmont, co', 'view all', 'ken pratt blvdclosed ⋅ opens fri', 's main stclosed ⋅ opens fri', 'main stclosed ⋅ opens fri']",rumbi of longmont   q,"['near longmont, co', 'view all', 'ken pratt blvdclosed ⋅ opens fri', 's main stclosed ⋅ opens fri', 'main stclosed ⋅ opens fri']",longmont co,Entertainment
18.44,5812.0,restaurants or eating places,sanoya rahmen,['japanese restaurant'],sanoya ramen,['japanese restaurant'],honolulu hi,Entertainment
90.0,8099.0,medical services and health practitioners (nec),pride counseling inc,"['mental health clinic in salt lake city, utah']",pride counseling,"['mental health clinic in salt lake city, utah']",salt lake cty ut,Health and Community Services
38.0,5992.0,florists,blossom boutique,[],blossom boutique,"['florist in mount airy, maryland']",mt,Retail Trade
17.5,nan,nan,tlf gates flowers,"['florist in christiansburg, virginia']",gates flowers and gifts,"['florist in christiansburg, virginia']",christiansbur va,Retail Trade
27.18,5921.0,liquor wine package or beer stores,emerald cst wine cella,['winery'],emerald coast wine cellars,"['winery', 'view all']",destin fl,Retail Trade
28.62,5942.0,book stores,simpson col bkst #,"['bookstore in indianola, iowa']",simpson college bookstore,"['bookstore in indianola, iowa']",indianola ia,Retail Trade
77.38,nan,nan,fry rd animal clin,"['veterinarian in harris county, texas']",fry road animal clinic,"['veterinarian in harris county, texas']",katy tx,Health and Community Services
47.85,nan,nan,tammy taylor nails,"['cosmetics store in santa ana, california']",tammy taylor nails,"['cosmetics store in santa ana, california']",ca,Retail Trade
9.97,nan,nan,princess restauran,['restaurant'],princess restaurant,['restaurant'],frostburg md,Entertainment
21.21,5999.0,miscellaneous & specialty stores,take your vitamins!,"['vitamin & supplements store in gilbert, arizona']",take your vitamins,"['vitamin & supplements store in gilbert, arizona']",gilbert az,Retail Trade
47.0,7991.0,tourist attractions and exhibits,rotta winery,['winery'],rotta winery,['winery'],templeton ca,Entertainment
18.75,5511.0,auto/truck dealers new/used sale repair parts & lease,ourisman chantilly imp,"['near chantilly, va', 'toyota dealer · auto park circlosed ⋅ opens fri', 'kia dealer · auto park circlosed ⋅ opens fri']",ourisman chantilly toyota,"['toyota dealer in fairfax county, virginia']",chantilly va,Retail Trade
15.0,nan,nan,chwmf sequoia,['view all'],dignity health medical,"['medical clinic in belmont, california']",belmont ca,Health and Community Services
14.72,nan,nan,prestige cleaners,"['silver spring, mdclosed ⋅ opens fri', 'bethesda, mdclosed ⋅ opens fri', 'near washington dc (hagerstown md)', 'leesburg, vaclosed ⋅ opens fri']",prestige cleaners,"['dry cleaner in noblesville, indiana']",ut,"Trade, Professional and Personal Services"
30.85,5499.0,misc food stores - specialty markets & convenience,pine mart,['convenience store'],pine market,"['near pine st, norwood, ma', 'convenience store · nahatan stclosed ⋅ opens fri', 'grocery store · pleasant stclosed ⋅ opens fri', 'grocery store · cottage stclosed ⋅ opens fri']",norwood ma,Services to Transport
10.91,5712.0,furniture home furnishings & equip stores excl appliances,prospector liquidation,['discount store'],prospector liquidation everett,['discount store'],everett wa,Retail Trade
43.34,5812.0,restaurants or eating places,quiessence restaurant,['fine dining restaurant'],quiessence,"['view all', 'fine dining restaurant']",phoenix az,Entertainment
6.54,nan,nan,boone mailing cent,"['shipping and mailing service in boone, north carolina']",boone mailing center,"['shipping and mailing service in boone, north carolina']",boone nc,Communication Services
7.03,5812.0,restaurants or eating places,a taste bud explosion,['view all'],a taste bud explosion,['view all'],gainesville fl,Entertainment
72.0,5994.0,news dealers and newsstands,merced sun star ops,[],merced sun star ops,[],ca,Retail Trade
17.45,5999.0,miscellaneous & specialty stores,get smart products,"['photo shop in ossining, new york']",get smart products,"['photo shop in ossining, new york']",ny,Retail Trade
21.31,5812.0,restaurants or eating places,remixed asian brasseri,"['near brooklyn, ny', 'jamaican · st johns plclosed ⋅ opens fri', '· $$asian · wyckoff aveclosed ⋅ opens fri', '· $chinese · avenue nclosed ⋅ opens fri']",east coast remix,['jamaican restaurant'],brooklyn ny,Entertainment
55.0,7230.0,barber or beauty shops,hs consulting,"['consultant in larimer county, colorado']",hs consulting,"['business management consultant · yates sttemporarily closed', 'near westminster, co', 'business management consultant · yates dr', 'fence contractor · w ave']",westminster co,Retail Trade
125.0,7399.0,business services (nec),sit stay play llc,"['dog day care center in tucson, arizona']",sit stay play,"['dog day care center in tucson, arizona']",tucson az,"Trade, Professional and Personal Services"
60.97,nan,nan,u haulbp elk river,"['near elk river, mn', '⋅ opens fri']",u haul neighborhood dealer,"['near elk river, mn', '⋅ opens fri']",elk river mn,Travel
30.23,8351.0,day or child care services,ymca at howard count,"['near ellicott city, md', 'non-profit organization · montgomery rdclosed ⋅ opens fri']",howard county family ymca,"['non-profit organization in ellicott city, maryland']",ellicott city md,Health and Community Services
300.0,nan,nan,car van & truck mu,"['muffler shop in houston, texas']",car van truck mufflers,"['muffler shop in houston, texas']",houston tx,Services to Transport
125.37,5611.0,men's and/or boys' clothing and accessories stores,finally made llc,"[""men's clothing store in tucson, arizona""]",finallymade,"[""men's clothing store in tucson, arizona""]",tuscon az,Retail Trade
12.35,nan,nan,reyes bakery,['bakery'],reyes bakery,['bakery'],hobbs nm,Entertainment
12.0,8099.0,medical services and health practitioners (nec),east jordan family hea,"['family practice physician in east jordan, michigan']",east jordan family health center,"['twitter • days ago', 'twitter • hours ago', 'family practice physician in east jordan, michigan', 'twitter • day ago']",east jordan mi,Health and Community Services
80.93,5931.0,secondhand or used merchandise stores,bees boutique consignm,"['consignment shop · wilcox st bclosed ⋅ opens fri', 'near castle rock, co', 'shopping mall · third stclosed ⋅ opens fri', 'variety store · perry stclosed ⋅ opens fri']",the barn antiques and specialities,"['shopping mall in castle rock, colorado']",castle rock co,Retail Trade
20.0,nan,nan,deli boy subs,['sandwich shop'],deli boy subs,['sandwich shop'],davie fl,Retail Trade
7.32,nan,nan,gaviolas montauk m,['deli'],the market,['grocery store'],montauk ny,Retail Trade
