Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
5.0,4816.0,computer network/info svcs,dri*alxsoftware,['try more general keywords.'],dri*alxsoftware,['try more general keywords.'],www.eslr.com mn,"Trade, Professional and Personal Services"
39.0,5813.0,alcoholic beverages drinking places - bars nightclubs etc,eilers place,['bar'],eilers place,['bar'],pueblo co,Entertainment
38.32,nan,nan,royal discount,"['discount store in belle glade, florida']",royal discount,"['discount store in belle glade, florida']",belle glade fl,Retail Trade
52.14,5812.0,restaurants or eating places,love & war in texas,['southwestern restaurant (us)'],love and war in texas,['southwestern restaurant (us)'],grapevine tx,Entertainment
12.79,nan,nan,jimmy jams,"['trading card store in winona, minnesota']",jimmy jams,"['trading card store in winona, minnesota']",winona mn,Retail Trade
22.5,nan,nan,new land park dry,"['dry cleaner · aveclosed ⋅ opens fri', 'near land park, sacramento, ca', 'dry cleaner · riverside blvdclosed ⋅ opens fri', 'view all', 'park · w land park drclosed ⋅ opens fri']",new land,"['view all', 'open in maps']",ca,"Trade, Professional and Personal Services"
15.0,8041.0,chiropractors,greg w kofford dc,"['chiropractor in american fork, utah']",greg w. kofford dc,"['chiropractor in american fork, utah']",american fork ut,Health and Community Services
15.0,nan,nan,sundance nordic ce,"['ski resort in sundance, utah']",sundance nordic center,"['ski resort in sundance, utah']",sundance ut,Travel
199.2,nan,nan,aec/sp optical,"['eye care center · phalen blvd floor ⋅ opens fri', 'near st paul, mn', 'optician · grand aveclosed ⋅ opens fri', 'optician · st w ⋅ opens fri']",broecker eye and optical,"['eye care center in saint paul, minnesota']",saint paul mn,Health and Community Services
5.0,5977.0,cosmetic stores,dirty birdy soap,"['professional services in phoenix, arizona']",dirty birdy soap,"['professional services in phoenix, arizona']",az,Retail Trade
188.93,nan,nan,q hair beauty supp,"['cosmetics store in houston, texas']",q hair beauty supply,"['cosmetics store in houston, texas']",houston tx,Retail Trade
21.57,nan,nan,smoke n drink toba,['tobacco shop'],smoke n drink tobacco shop,['tobacco shop'],pasadena tx,Retail Trade
95.0,nan,nan,yvonne aldecoa,[],hollywoods,"['city in california', 'twitter • day ago', 'twitter • hours ago', 'residential neighborhood in west hollywood, california', 'twitter • days ago']",west hollywoo ca,Entertainment
41.04,nan,nan,food ethnic superm,"['supermarket · exterior street floorclosed ⋅ opens', 'near market st, the bronx, ny', 'supermarket · bruckner blvdclosed ⋅ opens', 'indian grocery store · castle hill aveclosed ⋅ opens']",food bazaar supermarket,"['near the bronx, ny', 'e stclosed ⋅ opens', 'bruckner blvdclosed ⋅ opens']",bronx ny,Retail Trade
59.62,5941.0,sporting goods stores,midsouth shooters supp,"['ammunition supplier in clarksville, tennessee']",midsouth shooters supply,"['ammunition supplier in clarksville, tennessee']",tn,Retail Trade
150.0,8220.0,universities colleges sr colleges or professional schools,butler annual giving,[],butler annual giving,[],in,Education
78.09,5969.0,direct marketers (nec),college sports stores,"['sporting goods store · colfax, waclosed ⋅ opens fri', 'near morrow county, or', 'sporting goods store · newark, caclosed ⋅ opens fri', 'sporting goods store · roseville, caclosed ⋅ opens fri']",college shop,"['clothing store · scarborough, on, canadaclosed ⋅ opens', 'location unknown', 'book store · gettysburg, paclosed ⋅ opens', 'book store · toronto, on, canadaclosed ⋅ opens']",ca,Retail Trade
16.9,5970.0,craft or artist's supply shops,bettys curios,[],bettys eatery,['restaurant'],tucson az,Retail Trade
97.5,7997.0,membership clubs incl sports rec athletic country golf,wisconsin athletic clb,"['wauwatosa, wiclosed ⋅ opens fri', 'milwaukee, wiclosed ⋅ opens fri', 'west allis, wiclosed ⋅ opens fri', 'near wisconsin']",wisconsin athletic club,"['wauwatosa, wiclosed ⋅ opens fri', 'milwaukee, wiclosed ⋅ opens fri', 'west allis, wiclosed ⋅ opens fri', 'near wisconsin']",wi,Health and Community Services
82.02,nan,nan,thai season,['thai restaurant'],thai season,['thai restaurant'],n myrtle beac sc,Entertainment
22.88,5943.0,stationery stores office & school supply stores,school adventures,"['school in fort mohave, arizona']",school adventures,"['school in fort mohave, arizona']",port mohave az,Retail Trade
889.54,nan,nan,thehaven@w.overhil,"['apartment complex in san antonio, texas']",the haven and the laurels in stone oak,"['retirement community in san antonio, texas']",san antonio tx,Health and Community Services
10.0,nan,nan,roxberry,['juice shop'],roxberry juice,['juice shop'],farmington ut,Retail Trade
19.36,5812.0,restaurants or eating places,antique row cafe,['cafe'],antique row cafe,['cafe'],el cajon ca,Entertainment
76.45,8220.0,universities colleges sr colleges or professional schools,ucf cashiers office,"['university department in orange county, florida']",ucf student account services,"['university department in orange county, florida']",fl,Education
14.99,7994.0,video game arcades/establishments,darkfall online,[],athens grill,"['near athens, greece', '· $$greek · rovertou galli ⋅ opens', '· $$mediterranean · kon/nou ventiri ⋅ opens', 'greek · pl. omonias ⋅ opens']",athens gr,Entertainment
13.91,nan,nan,quick point deli,['convenience store'],quick point,['convenience store'],flemington nj,Retail Trade
281.12,8299.0,schools and educational services (nec),nmjc bookstore,"['junior college in lea county, new mexico']",new mexico junior college,"['junior college in lea county, new mexico']",hobbs nm,Retail Trade
18.0,nan,nan,dl nails,"['nail salon in forney, texas']",dl nails,"['nail salon in forney, texas']",forney tx,"Trade, Professional and Personal Services"
2.9,5912.0,pharmcies or drug stores,watsons  parkmall,"['health and beauty shop in mandaue, philippines']",watsons,"['near mandaue city, cebu, philippines', 'g/f parkmall north reclamation area tipolo mandaue cityopen ⋅ closes', 'g/f jmall centre as fortuna mandaue cityopen ⋅ closes', 'pacific mall, ibabao streetopen ⋅ closes']",mandaue city ph,Retail Trade
54.7,nan,nan,the lennon closet,[],the lennon closet,[],ojai ca,Retail Trade
55.0,7230.0,barber or beauty shops,salon salon,"['· beauty stclosed ⋅ opens fri', '· beauty pearl stclosed ⋅ opens fri', '· beauty walnut stclosed ⋅ opens fri', 'near boulder, co']",salon salon,"['· beauty stclosed ⋅ opens fri', '· beauty pearl stclosed ⋅ opens fri', '· beauty walnut stclosed ⋅ opens fri', 'near boulder, co']",boulder co,"Trade, Professional and Personal Services"
6.95,nan,nan,seascape foods,['market'],seascape foods,['market'],aptos ca,Retail Trade
27.11,5999.0,miscellaneous & specialty stores,cpr of loveland llc,"['electronics repair shop in loveland, colorado']",cpr cell phone repair,"['electronics repair shop in loveland, colorado']",loveland co,Retail Trade
84.36,5499.0,misc food stores - specialty markets & convenience,country events & enter,"['event venue · tolt ave', 'event venue · ne tolt hill rdtemporarily closed', 'winery · ne stclosed ⋅ opens sat', 'near carnation, wa']",events,"['little bit therapeutic riding', 'city in washington state', 'the lounge at delille cellars', 'airfield estates winery woodinville tasting room', 'redmond town center', 'oxbow farm & conservation center', 'galaxy theatres monroe', 'chateau ste. michelle winery', ""bake's place bar & bistro"", 'salt house church', 'lake tye park', 'bellevue arts museum', 'eastridge church', 'stroum jewish community center', 'woodinville water district', 'sultan', ""veterans' memorial field"", 'les lilas french bilingual community school', 'overlake medical center', 'woodinville', 'lake sammamish state park', 'mercer island', 'pickering barn', 'events', 'acres center', 'orenda winery', 'redmond', 'cascadia college', 'issaquah community center', ""miller's - a gathering place"", 'el gaucho bellevue', 'lauren ashton cellars tasting room', 'sno-valley senior center', 'crossroads bellevue']",carnation wa,"Trade, Professional and Personal Services"
1.0,9399.0,government services (nec) or fire departments,opay coconino co taxes,[],taxes,[],al,"Trade, Professional and Personal Services"
40.0,nan,nan,dixie regional med,"['hospital in st. george, utah']",dixie regional medical center,"['hospital in st. george, utah']",ut,Health and Community Services
3.01,5999.0,miscellaneous & specialty stores,bec entertainment,"['dj service', 'near chicago, il', 'dj service · n clybourn ave', '· $$lounge · s michigan ave']",bec tutoring,[],chicago il,Education
16.42,5814.0,fast food restaurants,a & w,['fast food restaurant'],a and w,['fast food restaurant'],russell ks,Entertainment
11.76,nan,nan,t cpk lax,['pizza restaurant'],california pizza kitchen,"['san vicente blvdcloses soon ⋅', 'near los angeles', 'santa monica boulevard westfieldcloses soon ⋅', 'south figueroa street, stcloses soon ⋅']",los angeles ca,Entertainment
10.24,5814.0,fast food restaurants,kfc   twin river,['chicken restaurant'],kfc,['chicken restaurant'],lincoln ri,Entertainment
32.41,5511.0,auto/truck dealers new/used sale repair parts & lease,tom jones ford,"['ford dealer in buckeye, arizona']",jones ford,"['ford dealer in buckeye, arizona']",buckeye az,Retail Trade
37.71,nan,nan,daily planet cafe,['cafe'],the daily planet cafe,['cafe'],raleigh nc,Entertainment
113.11,5193.0,florist supplies nursery stock and flowers,newberry brothers gree,"['florist in denver, colorado']",newberry brothers florist,"['florist in denver, colorado']",co,Retail Trade
74.93,nan,nan,tlf glassing flori,[],glassing florist,"['florist in inver grove heights, minnesota']",mn,Retail Trade
49.95,5732.0,electronic sales,peek inc,[],peek,"['labor relations attorney in new york city, new york']",new york ny,Retail Trade
34.96,5812.0,restaurants or eating places,azteca i restaurant,['mexican restaurant'],el azteca mexican food,['mexican restaurant'],fairfield ca,Entertainment
454.01,5651.0,family clothing stores,reiss,"['madison aveclosed ⋅ opens', 'columbus aveclosed ⋅ opens', 'w broadwayclosed ⋅ opens', 'near new york, ny']",reiss madison avenue,"['clothing store in new york city, new york']",new york ny,Retail Trade
35.0,5812.0,restaurants or eating places,mazatlan sherwood,['mexican restaurant'],mazatlan restaurant,['mexican restaurant'],sherwood or,Entertainment
20.0,nan,nan,perfect world ent,[],perfect world,[],ca,Entertainment
57.71,nan,nan,magic water,"['water softening equipment supplier in st. michael, minnesota']",magic water,"['water softening equipment supplier in st. michael, minnesota']",st michael mn,Retail Trade
140.0,nan,nan,salon blu,"['falls of neuse rd ⋅ opens', 'park at n hills stclosed ⋅ opens', 'alexander promenade pi ⋅ opens', 'near raleigh, nc']",salon blu,"['falls of neuse rd ⋅ opens', 'park at n hills stclosed ⋅ opens', 'alexander promenade pi ⋅ opens', 'near raleigh, nc']",raleigh nc,"Trade, Professional and Personal Services"
72.54,5499.0,misc food stores - specialty markets & convenience,gilroy spice company,"['spices wholesalers in bayonne, new jersey']",gilroy spice company,"['spices wholesalers in bayonne, new jersey']",ca,Retail Trade
48.45,nan,nan,xu garden,['chinese restaurant'],xu garden,['chinese restaurant'],city of indus ca,Entertainment
15.0,nan,nan,se anesthesiology,"['near north carolina', 'doctor · monroe, nc', 'medical group · charlotte, nc', 'doctor · lincolnton, nc']",southeast anesthesiology consultants,"['medical group in charlotte, north carolina']",nc,Health and Community Services
12.0,7230.0,barber or beauty shops,tips n toes nail spa,"['nail salon in queen creek, arizona']",tips n toes nail spa,"['nail salon in queen creek, arizona']",queens creek az,"Trade, Professional and Personal Services"
3.65,nan,nan,ithaca college pos,[],ithaca college,"['college in the south hill, new york']",ithaca ny,"Trade, Professional and Personal Services"
20.03,5211.0,lumber and building materials stores,ufmc country store,"['agricultural service in red oak, iowa']",united farmers cooperative,"['agricultural service in red oak, iowa']",red oak ia,Retail Trade
9.0,5941.0,sporting goods stores,la contenta golf,['golf club'],la contenta golf club,['golf club'],valley spring ca,Entertainment
91.64,7298.0,beauty or health spas,twisted inc.,[],indian twist,['indian restaurant'],tucson az,Entertainment
40.0,nan,nan,le'que nail spa,"['nail salon in harris county, texas']",leque nail spa,"['nail salon in harris county, texas']",spring tx,"Trade, Professional and Personal Services"
210.0,8042.0,ophthalmologists or optometrists,dr donna reed pllc,"['optometrist in new london, new hampshire']",donna reed od,"['optometrist in new london, new hampshire']",new london nh,Health and Community Services
15.08,nan,nan,stoklosy apteka,"['pharmacy in warsaw, poland']",solidarity,"['foundation in warsaw, poland']",warszawa pl,Retail Trade
69.97,nan,nan,mccarthydistributo,"['restaurant · orland park, ilclosed ⋅ opens fri', 'distribution service · chicago, ilclosed ⋅ opens fri', 'ford dealer · chicago, ilclosed ⋅ opens fri', 'near illinois']",mccarthy ford,"['ford dealer in chicago, illinois']",il,Retail Trade
13.85,5699.0,apparel and accessory shops -- miscellaneous,costume pit stop,"['costume store in archuleta county, colorado']",costume pit stop,"['costume store in archuleta county, colorado']",pagosa spring co,Retail Trade
225.0,nan,nan,aits septic servic,"['sewage disposal service in prince william county, virginia']",aits septic service,"['sewage disposal service in prince william county, virginia']",va,"Trade, Professional and Personal Services"
54.0,7276.0,tax preparation service,kenny ong financial se,"['insurance agency in tolleson, arizona']",kenny ong financial services,"['insurance agency in tolleson, arizona']",az,Finance
21.99,5812.0,restaurants or eating places,j  enterprises llc,"['engineering consultant · ward ave ⋅ opens fri', 'pest control service · kaumualii st', 'near honolulu, hi', 'temp agency · walina st #']",j  enterprises llc,"['engineering consultant · ward ave ⋅ opens fri', 'pest control service · kaumualii st', 'near honolulu, hi', 'temp agency · walina st #']",honolulu hi,Entertainment
26.95,5964.0,catalog merchant,arai helmet americas l,"['motorcycle parts store in kentwood, michigan']",americas,"['us state', 'view all']",pa,Entertainment
20.0,8011.0,doctors or physicians,mtn vew family med grp,"['family practice physician in redding, california']",mountain view family medical grp,"['family practice physician in redding, california']",redding ca,Health and Community Services
6.95,nan,nan,the dennis prager,[],the dennis inn,['diner'],camarillo ca,"Trade, Professional and Personal Services"
10.0,8220.0,universities colleges sr colleges or professional schools,saint peters college,"['private university in jersey city, new jersey']",saint peters university,"['private university in jersey city, new jersey', 'view all']",nj,Education
40.0,nan,nan,spirit mini mart #,['convenience store'],spirit mart,['convenience store'],madison wi,Retail Trade
12.26,5813.0,alcoholic beverages drinking places - bars nightclubs etc,meatball & coopers,[],meatball and coopers sports,['view all'],nixa mo,Entertainment
35.45,nan,nan,bogarts bagels,['family restaurant'],bogarts american kitchen,['family restaurant'],hollywood fl,Retail Trade
39.99,2741.0,miscellaneous publishing and printing,max preps,[],max preps,[],ca,Entertainment
11.94,7011.0,lodging hotels motels resorts,plaza copacabana,"['beach in rio de janeiro, brazil', 'view all']",plaza coin,['hotel'],rio de janeir br,"Trade, Professional and Personal Services"
26.0,nan,nan,beach betty's,['bar'],beach bettys,['bar'],dania fl,Entertainment
17.75,5812.0,restaurants or eating places,lucky's pub,['bar'],luckys pub,"['spring, txcloses soon ⋅', 'norfolk stcloses soon ⋅', 'houston, txtemporarily closed', 'near houston, tx']",houston tx,Entertainment
58.18,nan,nan,tchotchkes,"['gift shop in palm springs, california']",tchotchkes,"['gift shop in palm springs, california']",palm springs ca,Retail Trade
11.0,nan,nan,gjelina take away,['takeout restaurant'],gjelina take away,['takeout restaurant'],venice ca,Entertainment
7.14,5411.0,grocery stores or supermarkets,la desp de don juan da,['view all'],san salvador school,"['school · calle la reforma ⋅ opens mon', 'bilingual school ·', 'near san salvador, el salvador', 'bilingual school · el salvador']",san salvador sv,Education
9.03,nan,nan,teddys bigger burg,['hamburger restaurant'],teddys bigger burgers wahiawa,['hamburger restaurant'],wahiawa hi,Entertainment
56.9,7299.0,misc personal services not elsewhere classified,fly lady #,"['consultant in brevard, north carolina']",fly lady #,"['consultant in brevard, north carolina']",nc,"Trade, Professional and Personal Services"
20.56,nan,nan,karis liquor,['beer store'],karis liquor,['beer store'],odessa tx,Retail Trade
94.42,nan,nan,eazy locks llc,[],eazy locks and building supplies,[],far rockaway ny,"Trade, Professional and Personal Services"
3.19,nan,nan,sgaglio's market,['grocery store'],sgaglios marketplace,['grocery store'],katonah ny,Retail Trade
100.0,5941.0,sporting goods stores,laser tech,"['office supply store in cleveland, ohio']",laser tech,"['office supply store in cleveland, ohio']",wy,"Trade, Professional and Personal Services"
17.39,5812.0,restaurants or eating places,changs fast food,['chinese restaurant'],changs chinese fast food,['chinese restaurant'],tucson az,Entertainment
310.0,8351.0,day or child care services,john ehrhardt cdc #,"['day care center in elk grove, california', 'view all']",john ehrhardt cdi,"['day care center in elk grove, california']",elk grove ca,Health and Community Services
14.0,7230.0,barber or beauty shops,nail code,"['nail salon in shoreline, washington']",nail code,"['nail salon in shoreline, washington']",shoreline wa,"Trade, Professional and Personal Services"
4.07,5411.0,grocery stores or supermarkets,rubacks food cente,['supermarket'],rubacks super market,['supermarket'],oakland ia,Retail Trade
173.48,5712.0,furniture home furnishings & equip stores excl appliances,ivg stores,"['home improvement store in pembroke pines, florida']",ivgstores,"['home improvement store in pembroke pines, florida']",fl,Retail Trade
17.13,7230.0,barber or beauty shops,head shops inc the,"['tobacco shop · w main stclosed ⋅ opens fri', 'near farmington, nm', 'tobacco shop · w broadwayclosed ⋅ opens fri', 'tobacco shop · e main stclosed ⋅ opens fri']",the head shops salon and day spa,"['day spa in farmington, new mexico']",farmington nm,"Trade, Professional and Personal Services"
27.21,5812.0,restaurants or eating places,furr's family dining,['buffet restaurant'],furrs family dining,['buffet restaurant'],farmington nm,Entertainment
0.7,4812.0,telecommuncations equipment including telephone sales,grip phone protection,"['corporate campus in clark county, nevada']",grip cell brokerage,"['corporate campus in clark county, nevada']",las vegas nv,Retail Trade
6.0,nan,nan,sfmta civic ctr ga,"['van ness ave', 'mcallister stopen ⋅ closes', 'san francisco, ca', 'near san francisco, ca']",civic center station,"['light rail station in san francisco, california']",sanfrancisco ca,Travel
19.99,nan,nan,geeksquadonlin,[],geeksquadonline,[],mn,"Trade, Professional and Personal Services"
7.21,5441.0,candy confectionery or nuts stores,candy island,['candy store'],candy island,['candy store'],alpine ca,Retail Trade
606.68,7011.0,lodging hotels motels resorts,hotel recepcion rs dll,['view all'],hotel rex san francisco,['view all'],benito juarez mx,Travel
8.55,nan,nan,the bandstand coff,['coffee shop'],bandstand coffee,['coffee shop'],lancaster ca,Entertainment
35.0,nan,nan,choice home warran,"['home insurance agency in edison, new jersey']",choice home warranty,"['home insurance agency in edison, new jersey']",nj,Finance
3.93,5462.0,bakeries,"baker wee, inc.",['bakery'],baker wee,"['bakery', 'view all']",phoenix az,Retail Trade
8.29,nan,nan,aa avenue grocery,['convenience store'],a a avenue grocery,['convenience store'],saint paul mn,Retail Trade
9.37,nan,nan,marcelas bakery &,['cafe'],marcelas cafe and bakery,['cafe'],ajo az,Entertainment
50.0,nan,nan,chaska town course,"['public golf course in chaska, minnesota']",chaska town course,"['public golf course in chaska, minnesota']",chaska mn,Entertainment
24.25,5943.0,stationery stores office & school supply stores,abeco office systems,"['office supply store in astoria, oregon']",abeco office systems,"['office supply store in astoria, oregon']",astoria or,Retail Trade
100.22,nan,nan,marchos florist an,['florist'],marchos florist and greenhouses,['florist'],pa,Retail Trade
120.0,7230.0,barber or beauty shops,jennifer kelly,['view all'],jenniferlyn chiemingo,['view all'],gilbert az,"Trade, Professional and Personal Services"
12.99,8999.0,professional services (nec),paypal *kihjose,[],paypal *kihjose,[],ca,"Trade, Professional and Personal Services"
3.75,nan,nan,coinmach orlando,[],coinmach,[],oviedo fl,"Trade, Professional and Personal Services"
30.0,nan,nan,ymca redraft fee,[],ymca,"['community center · s stclosed ⋅ opens fri', 'non-profit organization · papillion, neclosed ⋅ opens fri', 'near plattsmouth, ne', 'non-profit organization · n st']",plattsmouth ne,Health and Community Services
12.63,5812.0,restaurants or eating places,roo bar restaurant,['bar'],roobar,['bar'],plymouth ma,Entertainment
12.5,7230.0,barber or beauty shops,ely's barbershop,"['barber shop in new york city, new york']",elys barber shop,"['· barber shopglendale, azclosed ⋅ opens fri', 'near arizona', '· barber shopglendale, aztemporarily closed']",glendale az,"Trade, Professional and Personal Services"
23.93,5812.0,restaurants or eating places,pollos cavazos,['chicken restaurant'],pollos cavazos,['chicken restaurant'],galeana nl mx,Entertainment
5.9,7933.0,bowling alleys,victor bowl,"['bowling alley in victorville, california', 'view all']",victor bowl,"['bowling alley in victorville, california', 'view all']",victorville ca,Entertainment
55.48,nan,nan,harbor bar,"['apartment rental agency · weehawken, njclosed ⋅ opens', 'near harbor bar, ave, new york, ny', '· $$$seafood restaurant · weehawken, njclosed ⋅ opens', 'sports bar · weehawken, njclosed ⋅ opens']",harbor bar,"['apartment rental agency · weehawken, njclosed ⋅ opens', 'near harbor bar, ave, new york, ny', '· $$$seafood restaurant · weehawken, njclosed ⋅ opens', 'sports bar · weehawken, njclosed ⋅ opens']",weehawken nj,Entertainment
10.82,nan,nan,grab & go,['cafe'],grab and go,[],cancun mx,Retail Trade
25.12,5812.0,restaurants or eating places,molly's tamales,['mexican restaurant'],mollys tamales,['mexican restaurant'],glendale az,Entertainment
14.58,8011.0,doctors or physicians,christopher h healey m,"['doctor in castle rock, colorado']",healey christopher md,"['doctor in castle rock, colorado']",castle rock co,Health and Community Services
88.0,9399.0,government services (nec) or fire departments,fremont county court,"['county court in st. anthony, idaho', 'county court in cañon city, colorado']",fremont county courthouse,"['county court in st. anthony, idaho']",id,"Trade, Professional and Personal Services"
10.55,nan,nan,chantara thai cuis,['thai restaurant'],chantara thai cuisine,['thai restaurant'],el dorado hil ca,Entertainment
22.75,5441.0,candy confectionery or nuts stores,anette's chocolate,['chocolate artisan'],anettes chocolate and ice cream,['chocolate artisan'],napa ca,Retail Trade
9.0,5812.0,restaurants or eating places,the firebelly lounge,['lounge'],firebelly lounge,['lounge'],nc,Entertainment
15.85,5921.0,liquor wine package or beer stores,mikes liquor & tobacco,['liquor store'],mikes liquor and tobacco,['liquor store'],rosemont il,Retail Trade
5.0,5331.0,variety stores,justdeals,"['discount store in glendora, california']",just deals,"['discount store in glendora, california']",ca,Retail Trade
32.95,nan,nan,classic cleaners t,"['fishers, inclosed ⋅ opens', 'near columbus oh, oh', 'fishers, inopen hours', 'indianapolis, inclosed ⋅ opens']",classic cleaners,"['fishers, inclosed ⋅ opens', 'near columbus oh, oh', 'tipp city, ohclosed ⋅ opens', 'indianapolis, inclosed ⋅ opens']",in,"Trade, Professional and Personal Services"
25.0,nan,nan,barber of seville,"['barber shop in fairfax county, virginia']",the barber,"['· barber lee hwy # cclosed ⋅ opens', '· barber main st bclosed ⋅ opens', '· barber lee hwy suite bclosed ⋅ opens', 'near fairfax, va']",fairfax va,"Trade, Professional and Personal Services"
12.0,5812.0,restaurants or eating places,belmont inn,['bar'],belmont inn,['bar'],portland or,Travel
11.84,5812.0,restaurants or eating places,smokey mos bbq,"['w parmer lnclosed ⋅ opens fri', 'round rock, txclosed ⋅ opens fri', 'near austin, tx']",smokey mos bbq,"['w parmer lnclosed ⋅ opens fri', 'round rock, txclosed ⋅ opens fri', 'near austin, tx']",austin tx,Entertainment
11.6,nan,nan,mary belle's resta,['restaurant'],mary belles restaurant,['restaurant'],auburn ca,Entertainment
154.94,nan,nan,pureland supply ll,"['light bulb supplier in chester county, pennsylvania']",pureland supply,"['light bulb supplier in chester county, pennsylvania']",pa,Retail Trade
115.36,5533.0,automotive parts accessories stores,wheel accessories,"['car repair and maintenance · richmond, vaclosed ⋅ opens', 'location unknown', 'view all', 'auto accessories wholesaler · baltimore, mdclosed ⋅ opens', 'wheel store · laurel, mdclosed ⋅ opens']",accessories,"['distribution service · johnstown, ohclosed ⋅ opens', 'near columbus oh, oh', 'metal fabricator · detroit, miclosed ⋅ opens', 'fashion accessories store']",co,Retail Trade
522.72,8062.0,hospitals,hyde drift boats inc,"['boat dealer in bonneville county, idaho']",hyde drift boats,"['boat dealer in bonneville county, idaho']",id,Retail Trade
15.38,5812.0,restaurants or eating places,the skellig,['restaurant'],the skellig,['restaurant'],waltham ma,Entertainment
13.0,nan,nan,little vincent`s o,['pizza restaurant'],little vincents pizza,['pizza restaurant'],new york ny,Entertainment
28.75,nan,nan,mahuffers wurst pl,['bar'],mahuffers,['bar'],indian shores fl,Entertainment
10.0,8220.0,universities colleges sr colleges or professional schools,erau prescott online c,[],cyber zone,"['internet cafe in phoenix, arizona']",az,"Trade, Professional and Personal Services"
105.3,5699.0,apparel and accessory shops -- miscellaneous,conchos.com,[],concho honcho,['view all'],ca,Retail Trade
40.95,5621.0,women's ready-to-wear stores,tulum island boutique,"['boutique in costa mesa, california']",tulum island boutique,"['boutique in costa mesa, california']",costa mesa ca,Retail Trade
5.23,nan,nan,b and d's hip hop,['convenience store'],b and ds hip hop stop,['convenience store'],lynndyl ut,Retail Trade
4.82,5999.0,miscellaneous & specialty stores,fortunes coffee roaste,['coffee shop'],fortunes gourmet coffee,['coffee store'],pittsburgh pa,Entertainment
102.75,5812.0,restaurants or eating places,world of beer,['gastropub'],world of beer,['gastropub'],arlington tx,Entertainment
32.06,5814.0,fast food restaurants,garavellis,[],garavellis saint louis mo,[],saint louis mo,Entertainment
24.83,nan,nan,o'niell's,"['near albuquerque, nm', 'juan tabo blvd neclosed ⋅ opens fri', 'central ave seclosed ⋅ opens fri']",oniells,"['near albuquerque, nm', 'juan tabo blvd neclosed ⋅ opens fri', 'central ave seclosed ⋅ opens fri']",albuquerque nm,Entertainment
22.73,5812.0,restaurants or eating places,"ugo's fine foods, inc.",['food manufacturer'],savor the flavor,['gift shop'],sierra madre ca,Retail Trade
16.17,nan,nan,essex bagels & del,['bagel shop'],essex bagels and deli,['bagel shop'],johns creek ga,Retail Trade
40.0,nan,nan,dr todd a meeker,"['chiropractor in belle plaine, minnesota']",todd a. meeker dc,"['chiropractor in belle plaine, minnesota']",belle plaine mn,Health and Community Services
89.0,5812.0,restaurants or eating places,press,"['commercial printer · n orange blossom trailclosed ⋅ opens', 'near orlando, fl', '· $$print shop · e robinson stclosed ⋅ opens', 'print shop · silver star rd ⋅ opens']",press,"['commercial printer · n orange blossom trailclosed ⋅ opens', 'near orlando, fl', '· $$print shop · e robinson stclosed ⋅ opens', 'print shop · silver star rd ⋅ opens']",orlando fl,Entertainment
108.0,8011.0,doctors or physicians,norwich orthopedic,"['orthopedic surgeon in franklin, connecticut']",orthopedic partners,"['orthopedic clinic in franklin, connecticut']",franklin ct,Health and Community Services
6.5,5814.0,fast food restaurants,sq *la troca llc,[],sq *la troca llc,[],tucson az,Entertainment
8.92,nan,nan,two pesos taqueria,['mexican restaurant'],two pesos taqueria,['mexican restaurant'],los gatos ca,Entertainment
96.0,742.0,veterinary services,divide creek animal ho,"['animal hospital in garfield county, colorado']",divide creek animal hospital,"['animal hospital in garfield county, colorado']",silt co,Health and Community Services
44.99,5941.0,sporting goods stores,"vegas golf, inc.","['sporting goods store in las vegas, nevada']",vegas golf,"['near las vegas, nv', '· $$golf course · e desert inn rdclosed ⋅ opens fri', 'golf course · joe w brown dr', 'public golf course · w washington aveclosed ⋅ opens fripublic course with a bar & grill']",nv,Retail Trade
26.93,nan,nan,hecho en mexico,['mexican restaurant'],hecho en mexico,['mexican restaurant'],los angeles ca,Retail Trade
27.1,5999.0,miscellaneous & specialty stores,denverautographs.com l,['view all'],denverautographs.com,"['sports memorabilia store in broomfield, colorado']",broomfield co,Finance
21.64,nan,nan,andrews builder su,"['construction company · s main stclosed ⋅ opens fri', 'county government office · ne mustang dr', 'near andrews, tx', 'view all', 'home builder · n main stclosed ⋅ opens fri']",stevans construction and fine homes,[],andrews tx,"Trade, Professional and Personal Services"
9.22,nan,nan,abrams bbq   pinet,['barbecue restaurant'],abrams bar b q and seafood,['barbecue restaurant'],pinetops nc,Entertainment
30.0,8099.0,medical services and health practitioners (nec),humbold physical thera,"['physical therapy clinic in arcata, california']",humboldt physical therapy,"['physical therapy clinic in arcata, california']",ca,Health and Community Services
58.1,5812.0,restaurants or eating places,tannins,['italian restaurant'],tannins restaurant and wine bar,['italian restaurant'],san juan capi ca,Entertainment
100.0,nan,nan,bedrooms elite inc,"['bedroom furniture store in riverdale, utah']",crown elite bedrooms,"['bedroom furniture store in riverdale, utah']",ogden ut,Retail Trade
2.45,4812.0,telecommuncations equipment including telephone sales,t systems,[],t systems,"['telecommunications contractor in berlin, germany']",berlin df,Retail Trade
210.92,7997.0,membership clubs incl sports rec athletic country golf,laf naples north,[],laf naples north,[],irvine ca,Entertainment
